,Predicted USD,Actual USD,Squared Error
0,0.026690252317728595,0.026000399155261,4.7589738576654286e-07
1,0.026690252317728595,0.0309370080436698,1.8034934195814406e-05
2,0.026690252317728595,0.0289856342491678,5.2687782111775806e-06
3,0.026690252317728595,0.0256548807252341,1.071994334544586e-06
4,0.026690252317728595,0.0259892423712181,4.914149451066455e-07
5,0.026690252317728595,0.0301385677522532,1.189087933598061e-05
6,0.026690252317728595,0.0307712397825958,1.6654458688403256e-05
7,0.026690252317728595,0.0256595315219319,1.0623853588877717e-06
8,0.026690252317728595,0.0252515168965673,2.069959612104164e-06
9,0.026690252317728595,0.0252395361116616,2.1045775105454143e-06
10,0.026690252317728595,0.0250537557153958,2.678121129446785e-06
11,0.026690252317728595,0.0254837248494687,1.455708531665632e-06
12,0.026690252317728595,0.0254876467969924,1.4462600385051776e-06
13,0.026690252317728595,0.0254416978765007,1.5588881927098972e-06
14,0.026690252317728595,0.0252224489573289,2.154446704800631e-06
15,0.026690252317728595,0.0229094598854259,1.429439141615733e-05
16,0.026690252317728595,0.0230773789757,1.3052853785540872e-05
17,0.026690252317728595,0.0258624449804398,6.852649876691631e-07
18,0.026690252317728595,0.0255579086587544,1.2822021620190695e-06
19,0.026690252317728595,0.0295470147564878,8.16109163150544e-06
20,0.026690252317728595,0.0257155707036079,9.500042489049202e-07
21,0.026690252317728595,0.031223356339227,2.0549032069725028e-05
22,0.026690252317728595,0.0317607528338203,2.570997548368626e-05
23,0.026690252317728595,0.0298386355973594,9.912317275458828e-06
24,0.026690252317728595,0.0256654445466811,1.0502309675993365e-06
25,0.026690252317728595,0.0255326283564057,1.3400932358289145e-06
26,0.026690252317728595,0.0252724992539585,2.0100237498294887e-06
27,0.026690252317728595,0.0250440001195205,2.7101463001049786e-06
28,0.026690252317728595,0.0254174108689128,1.620125353823489e-06
29,0.026690252317728595,0.0246280119047422,4.252835520954297e-06
30,0.026690252317728595,0.0224081562506938,1.8336346727314847e-05
31,0.026690252317728595,0.029496533690083,7.875215140823324e-06
32,0.026690252317728595,0.0308851813133283,1.759742927812314e-05
33,0.026690252317728595,0.0299011352982494,1.030976951459817e-05
34,0.026690252317728595,0.0280270763128686,1.7870983939820868e-06
35,0.026690252317728595,0.0231152874345342,1.2780373916073122e-05
36,0.026690252317728595,0.0306027793687296,1.5307867924814617e-05
37,0.026690252317728595,0.0251254750363258,2.4485279403943164e-06
38,0.026690252317728595,0.0243311671486751,5.565282834848151e-06
39,0.026690252317728595,0.0305880320127564,1.5192686550971062e-05
40,0.026690252317728595,0.0303060379868419,1.307390600496516e-05
41,0.026690252317728595,0.0222716753661186,1.9523822277299086e-05
42,0.026690252317728595,0.025636117883369,1.1111994057026237e-06
43,0.026690252317728595,0.0254771579674791,1.471597902607242e-06
44,0.026690252317728595,0.0314360258469124,2.252236639030172e-05
45,0.026690252317728595,0.0283350756438707,2.7054437742211825e-06
46,0.026690252317728595,0.0243037392310939,5.695444712678663e-06
47,0.026690252317728595,0.0259932780701201,4.857731018294287e-07
48,0.026690252317728595,0.0251907110885417,2.2486238980313445e-06
