,Predicted USD,Actual USD,MSE
0,0.025208014994859695,0.026000399155261,6.278726576548786e-07
1,0.030118770897388458,0.0309370080436698,6.69512027554632e-07
2,0.025238504633307457,0.0289856342491678,1.4040980358057686e-05
3,0.025560062378644943,0.0256548807252341,8.990518849901437e-09
4,0.02535232901573181,0.0259892423712181,4.0565862239680404e-07
5,0.029308229684829712,0.0301385677522532,6.89461306212571e-07
6,0.030118970200419426,0.0307712397825958,4.254556078325409e-07
7,0.028476187959313393,0.0256595315219319,7.933553486242604e-06
8,0.028921475633978844,0.0252515168965673,1.3468597134303323e-05
9,0.025400254875421524,0.0252395361116616,2.583052102451827e-08
10,0.026671523228287697,0.0250537557153958,2.617171725768438e-06
11,0.02523813024163246,0.0254837248494687,6.031671139823551e-08
12,0.025348946452140808,0.0254876467969924,1.9237785661950065e-08
13,0.02580944634974003,0.0254416978765007,1.352389395698562e-07
14,0.02576407603919506,0.0252224489573289,2.93359895810851e-07
15,0.025352489203214645,0.0229094598854259,5.968392247575346e-06
16,0.025402674451470375,0.0230773789757,5.4069990496381795e-06
17,0.02497047558426857,0.0258624449804398,7.956094037060698e-07
18,0.026670819148421288,0.0255579086587544,1.2385697580105937e-06
19,0.0297074131667614,0.0295470147564878,2.5727650018297763e-08
20,0.026024464517831802,0.0257155707036079,9.541538846578997e-08
21,0.02911355532705784,0.031223356339227,4.451260310950025e-06
22,0.03114621341228485,0.0317607528338203,3.776587006211251e-07
23,0.030957592651247978,0.0298386355973594,1.252064888447006e-06
24,0.025727080181241035,0.0256654445466811,3.798951447606064e-09
25,0.026301022619009018,0.0255326283564057,5.904297428016994e-07
26,0.02582954615354538,0.0252724992539585,3.103012483393547e-07
27,0.02505098283290863,0.0250440001195205,4.875828626075524e-11
28,0.02534930408000946,0.0254174108689128,4.638534694724157e-09
29,0.026070434600114822,0.0246280119047422,2.080583232126022e-06
30,0.025500405579805374,0.0224081562506938,9.562005913390973e-06
31,0.029640907421708107,0.029496533690083,2.0843774383358548e-08
32,0.029176056385040283,0.0308851813133283,2.921108020495513e-06
33,0.029506530612707138,0.0299011352982494,1.557128578519072e-07
34,0.02971023879945278,0.0280270763128686,2.833035956244244e-06
35,0.02539362758398056,0.0231152874345342,5.1908338365792704e-06
36,0.034845683723688126,0.0306027793687296,1.800223736532603e-05
37,0.025575239211320877,0.0251254750363258,2.0228781310900115e-07
38,0.0257149338722229,0.0243311671486751,1.9148103451982125e-06
39,0.03519788756966591,0.0305880320127564,2.1250768255569467e-05
40,0.03138396143913269,0.0303060379868419,1.1619189689984941e-06
41,0.02540053427219391,0.0222716753661186,9.789758054126787e-06
42,0.0263063982129097,0.025636117883369,4.4927572016918816e-07
43,0.0255622286349535,0.0254771579674791,7.237018464539642e-09
44,0.029049400240182877,0.0314360258469124,5.695981786697069e-06
45,0.02982517145574093,0.0283350756438707,2.2203855285531925e-06
46,0.026142843067646027,0.0243037392310939,3.382302921620756e-06
47,0.02520972490310669,0.0259932780701201,6.139555655367438e-07
48,0.027373474091291428,0.0251907110885417,4.76445432617301e-06
49,0.02698792889714241,0.0255750320194952,1.9962775868652315e-06
50,0.02543463185429573,0.0249929316646429,1.9509905753934718e-07
51,0.03074248880147934,0.0318454679439697,1.216562988768778e-06
52,0.02904714085161686,0.0308484090711685,3.2445671987667313e-06
53,0.025236066430807114,0.0252318727672628,1.7586813922898224e-11
54,0.025400426238775253,0.0222375867987069,1.0003553323651899e-05
55,0.025397758930921555,0.0250408065421568,1.2741500784486386e-07
56,0.02852914296090603,0.0257271089741586,7.851394462887693e-06
57,0.02622346580028534,0.0247535229274921,2.16073204927564e-06
58,0.030445152893662453,0.0291800496113657,1.6004863148780154e-06
59,0.025254368782043457,0.0257320758700826,2.282040619628373e-07
60,0.029506271705031395,0.0293183808293652,3.53029811586097e-08
61,0.025239301845431328,0.0232657869001571,3.894761239220745e-06
62,0.028476200997829437,0.0259770186179563,6.2459125678683665e-06
63,0.025559479370713234,0.0258904390977321,1.0953434090840326e-07
64,0.02519562467932701,0.025481924612066,8.196765148635048e-08
65,0.025377541780471802,0.025514989102809,1.8891766417665464e-08
66,0.028731834143400192,0.0285069790061612,5.0559832742766815e-08
67,0.02568681910634041,0.0246037722361357,1.1729905230602127e-06
68,0.03056836687028408,0.0310377461274264,2.203168870354764e-07
69,0.02873184345662594,0.0258685644993115,8.198366387399666e-06
70,0.025200318545103073,0.0251012398724087,9.816583382878376e-09
71,0.02692255936563015,0.0259040823352325,1.0372954614476156e-06
72,0.03096545860171318,0.0303760809682778,3.473659947938881e-07
73,0.02500496804714203,0.026022032715214,1.0344205390403483e-06
74,0.0310963187366724,0.0309201586372576,3.1032380625832535e-08
75,0.02530711144208908,0.0253216461556414,2.1125789804793658e-10
76,0.02924179472029209,0.0309456130519774,2.902996907386903e-06
77,0.02998083271086216,0.0307819885902383,6.418507430589549e-07
78,0.025813214480876923,0.0258782005559463,4.223189952922744e-09
79,0.02555210515856743,0.0253496939733609,4.097028789671228e-08
80,0.02568729780614376,0.0222873879532395,1.1559387007875471e-05
81,0.02524193376302719,0.0256260407698077,1.4753819265788145e-07
82,0.029912346974015236,0.0309494217825221,1.0755241584395498e-06
83,0.030987776815891266,0.029917369913815,1.1457709360125117e-06
84,0.025513330474495888,0.0250892294556772,1.7986167416305025e-07
85,0.026427987962961197,0.0254353472170753,9.853356503929113e-07
86,0.025681963190436363,0.025782258418067,1.0059132685481253e-08
87,0.026914536952972412,0.025621984823023,1.6706910086367597e-06
88,0.025402020663022995,0.0253661043384894,1.2899823680025083e-09
89,0.026565954089164734,0.0251000269405133,2.1489424051533226e-06
90,0.025306042283773422,0.0250208741209709,8.132088107616671e-08
91,0.0265958234667778,0.0234891408455174,9.651476909241392e-06
92,0.025564169511198997,0.022949906320336,6.834372031101182e-06
93,0.030568433925509453,0.0308582697666874,8.400481483132721e-08
94,0.027062611654400826,0.0251276910521251,3.7439177371110563e-06
95,0.030957508832216263,0.0295756408338888,1.9095591648015528e-06
96,0.026514625176787376,0.0235736976208899,8.649054889037107e-06
97,0.02525823563337326,0.0257356566182121,2.2793079676448615e-07
98,0.028919674456119537,0.0265601229559546,5.5674832819306125e-06
99,0.029440322890877724,0.030025380496666,3.422924020907111e-07
100,0.025050412863492966,0.0257417256353717,4.779133485626585e-07
