,Predicted USD,Actual USD,MSE
0,0.02464977093040943,0.026000399155261,1.8241966017656963e-06
1,0.02941684052348137,0.0309370080436698,2.3109092894358403e-06
2,0.024797674268484116,0.0289856342491678,1.7539008799808094e-05
3,0.025539293885231018,0.0256548807252341,1.336031758189804e-08
4,0.024645492434501648,0.0259892423712181,1.8056638924254706e-06
5,0.028844909742474556,0.0301385677522532,1.673551046264439e-06
6,0.02941707894206047,0.0307712397825958,1.8337515820393485e-06
7,0.028185907751321793,0.0256595315219319,6.382576852426292e-06
8,0.028559081256389618,0.0252515168965673,1.0939981994366812e-05
9,0.025103114545345306,0.0252395361116616,1.86108437561909e-08
10,0.025770071893930435,0.0250537557153958,5.131088676304653e-07
11,0.02479422651231289,0.0254837248494687,4.754079569406276e-07
12,0.025039900094270706,0.0254876467969924,2.0047710979814742e-07
13,0.02520439215004444,0.0254416978765007,5.631400780893324e-08
14,0.02517697401344776,0.0252224489573289,2.0679705209928435e-09
15,0.024631541222333908,0.0229094598854259,2.965564130926875e-06
16,0.02468259446322918,0.0230773789757,2.5767167614035442e-06
17,0.02442956529557705,0.0258624449804398,2.0531441912923778e-06
18,0.025719689205288887,0.0255579086587544,2.6172945236997656e-08
19,0.029143046587705612,0.0295470147564878,1.631902813892337e-07
20,0.026636267080903053,0.0257155707036079,8.47681819164417e-07
21,0.028707230463624,0.031223356339227,6.330889421878967e-06
22,0.029999729245901108,0.0317607528338203,3.1012040772077877e-06
23,0.02995057962834835,0.0298386355973594,1.253146607405505e-08
24,0.025760212913155556,0.0256654445466811,8.98104328423698e-09
25,0.025166288018226624,0.0255326283564057,1.3420524337715885e-07
26,0.025209907442331314,0.0252724992539585,3.917734882773178e-09
27,0.024460285902023315,0.0250440001195205,3.4072228770835214e-07
28,0.025044173002243042,0.0254174108689128,1.3930650511619261e-07
29,0.02522796019911766,0.0246280119047422,3.599379559240248e-07
30,0.024837572127580643,0.0224081562506938,5.9020615028698614e-06
31,0.029086438938975334,0.029496533690083,1.6817770488605803e-07
32,0.02874538116157055,0.0308851813133283,4.578744689462487e-06
33,0.02899913676083088,0.0299011352982494,8.136013615051501e-07
34,0.02911616861820221,0.0280270763128686,1.186122049536875e-06
35,0.02469586208462715,0.0231152874345342,2.4982162245164606e-06
36,0.0318504236638546,0.0306027793687296,1.556616287157958e-06
37,0.0249823909252882,0.0251254750363258,2.0473062831420506e-08
38,0.02512369118630886,0.0243311671486751,6.280943502273174e-07
39,0.03201185539364815,0.0305880320127564,2.027273019974003e-06
40,0.030206425115466118,0.0303060379868419,9.922724143728278e-09
41,0.024747176095843315,0.0222716753661186,6.1281038628676045e-06
42,0.026739347726106644,0.025636117883369,1.2171160859069273e-06
43,0.024937748908996582,0.0254771579674791,2.909621323729971e-07
44,0.028658291324973106,0.0314360258469124,7.71580907437332e-06
45,0.029233120381832123,0.0283350756438707,8.064843513801987e-07
46,0.025273269042372704,0.0243037392310939,9.399880549583148e-07
47,0.024665215983986855,0.0259932780701201,1.7637489046245848e-06
48,0.026619568467140198,0.0251907110885417,2.0416334083753725e-06
49,0.026112500578165054,0.0255750320194952,2.888724515586489e-07
50,0.02466508001089096,0.0249929316646429,1.0748670686788099e-07
51,0.02968720719218254,0.0318454679439697,4.6580894727048875e-06
52,0.028647830709815025,0.0308484090711685,4.8425451244571365e-06
53,0.024561235681176186,0.0252318727672628,4.497541012347462e-07
54,0.024746324867010117,0.0222375867987069,6.293766695353758e-06
55,0.025075161829590797,0.0250408065421568,1.180285774672521e-09
56,0.028241708874702454,0.0257271089741586,6.323212659815161e-06
57,0.025483930483460426,0.0247535229274921,5.334951978156231e-07
58,0.029650377109646797,0.0291800496113657,2.2120795563935482e-07
59,0.024707986041903496,0.0257320758700826,1.0487599761799067e-06
60,0.028989514335989952,0.0293183808293652,1.081531704649317e-07
61,0.02457733452320099,0.0232657869001571,1.720157167512079e-06
62,0.028185928240418434,0.0259770186179563,4.879281720205815e-06
63,0.025511331856250763,0.0258904390977321,1.4372230054358988e-07
64,0.024548470973968506,0.025481924612066,8.713356944774506e-07
65,0.02466931752860546,0.025514989102809,7.151604114158902e-07
66,0.028408600017428398,0.0285069790061612,9.67842542408842e-09
67,0.025099758058786392,0.0246037722361357,2.460019362704832e-07
68,0.0297269057482481,0.0310377461274264,1.7183024996843105e-06
69,0.02840862236917019,0.0258685644993115,6.451893982231068e-06
70,0.02458748035132885,0.0251012398724087,2.639488455001988e-07
71,0.0260928887873888,0.0259040823352325,3.5647876375849836e-08
72,0.029933076351881027,0.0303760809682778,1.9625309014885308e-07
73,0.02443847432732582,0.026022032715214,2.5076571678510075e-06
74,0.030045324936509132,0.0309201586372576,7.653340039652603e-07
75,0.0249029491096735,0.0253216461556414,1.7530721630224471e-07
76,0.02879498340189457,0.0309456130519774,4.625207891815391e-06
77,0.029323356226086617,0.0307819885902383,2.127608373750726e-06
78,0.024435225874185562,0.0258782005559463,2.0821759322025024e-06
79,0.02563752420246601,0.0253496939733609,8.284624078670166e-08
